AREA;PROBLEMA_OBJETIVO;POBLACION;RIESGO_PROBLEMA;TECNICA_METODO;TAREA_PAUTA;DESCRIPCION_TAREA;OBJETIVO_TAREA;RIESGO_TAREA;DURACION;PRIORIDAD;FUENTE_IDS;NOTA_PROFESIONAL
Regulación emocional;Dificultad para identificar emociones;Adultos/Adolescentes;medio;Mindfulness / atención plena;Práctica de mindfulness breve;3-5 minutos de atención a respiración, sonidos o cuerpo.;Entrenar observación.;bajo;diario;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Regulación emocional;Dificultad para identificar emociones;Adultos/Adolescentes;medio;Defusión cognitiva;Defusión de pensamientos repetitivos;Escribir pensamiento como 'estoy teniendo el pensamiento de...'.;Tomar distancia de rumiación.;bajo;cuando aparezca;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Regulación emocional;Dificultad para identificar emociones;Adultos/Adolescentes;medio;Entrenamiento en pausa;Pausa de 10 segundos antes de responder;Parar, respirar y elegir respuesta antes de actuar.;Reducir impulsividad.;bajo;diario;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Regulación emocional;Dificultad para identificar emociones;Adultos/Adolescentes;medio;Entrenamiento en pausa;Tarjeta de pausa emocional;Crear tarjeta con pasos: parar, respirar, nombrar, elegir.;Facilitar autocontrol.;bajo;diario;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Regulación emocional;Dificultad para identificar emociones;Adultos/Adolescentes;medio;Prevención de recaídas;Plan de prevención de recaídas;Señales tempranas, estrategias, apoyos y plan de revisión.;Mantener avances.;bajo;mensual;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Regulación emocional;Desbordamiento emocional;Adultos/Adolescentes;medio;Registro ABC;Registro ABC emocional;Registrar situación, pensamiento, emoción, impulso y conducta.;Comprender ciclos emocionales.;bajo;7 días;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Regulación emocional;Desbordamiento emocional;Adultos/Adolescentes;medio;Registro ABC;Registro de comparación;Detectar comparación, contexto, coste y respuesta alternativa.;Reducir comparación dañina.;bajo;7 días;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Regulación emocional;Desbordamiento emocional;Adultos/Adolescentes;medio;Registro ABC;Registro de carga laboral;Anotar demandas, energía, pausas, horas extra y recuperación.;Detectar burnout/estrés.;bajo;7 días;alta;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Regulación emocional;Desbordamiento emocional;Adultos/Adolescentes;medio;Regulación emocional;Rueda de emociones;Nombrar emoción principal, secundaria e intensidad 0-10.;Mejorar identificación emocional.;bajo;diario;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Regulación emocional;Desbordamiento emocional;Adultos/Adolescentes;medio;Tolerancia al malestar;Plan de tolerancia al malestar;Elegir 3 estrategias para momentos de intensidad alta.;Reducir conducta impulsiva.;medio;semanal;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Regulación emocional;Desbordamiento emocional;Adultos/Adolescentes;medio;Mindfulness / atención plena;Práctica de mindfulness breve;3-5 minutos de atención a respiración, sonidos o cuerpo.;Entrenar observación.;bajo;diario;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Regulación emocional;Desbordamiento emocional;Adultos/Adolescentes;medio;Defusión cognitiva;Defusión de pensamientos repetitivos;Escribir pensamiento como 'estoy teniendo el pensamiento de...'.;Tomar distancia de rumiación.;bajo;cuando aparezca;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Regulación emocional;Desbordamiento emocional;Adultos/Adolescentes;medio;Entrenamiento en pausa;Pausa de 10 segundos antes de responder;Parar, respirar y elegir respuesta antes de actuar.;Reducir impulsividad.;bajo;diario;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Regulación emocional;Desbordamiento emocional;Adultos/Adolescentes;medio;Entrenamiento en pausa;Tarjeta de pausa emocional;Crear tarjeta con pasos: parar, respirar, nombrar, elegir.;Facilitar autocontrol.;bajo;diario;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Regulación emocional;Desbordamiento emocional;Adultos/Adolescentes;medio;Prevención de recaídas;Plan de prevención de recaídas;Señales tempranas, estrategias, apoyos y plan de revisión.;Mantener avances.;bajo;mensual;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Ansiedad social y habilidades sociales;Ansiedad social - miedo a evaluación;Adultos/Adolescentes;medio;Psicoeducación;Psicoeducación sobre neurodivergencia;Revisar fortalezas, dificultades, mitos y necesidades de apoyo.;Mejorar autocomprensión.;bajo;sesión;alta;"PSY2_SRC008;PSY2_SRC009";El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Ansiedad social y habilidades sociales;Ansiedad social - miedo a evaluación;Adultos/Adolescentes;medio;Exposición gradual;Jerarquía de exposición social;Listar situaciones sociales de menor a mayor dificultad.;Planificar exposición gradual.;medio;30 min;alta;"PSY2_SRC008;PSY2_SRC009";El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Ansiedad social y habilidades sociales;Ansiedad social - miedo a evaluación;Adultos/Adolescentes;medio;Exposición gradual;Exposición social breve;Realizar una interacción pequeña y registrar resultado real.;Reducir evitación.;medio;semanal;media;"PSY2_SRC008;PSY2_SRC009";El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Ansiedad social y habilidades sociales;Ansiedad social - miedo a evaluación;Adultos/Adolescentes;medio;Prevención de respuesta;Reducir conducta de seguridad;Elegir una conducta de seguridad social y reducirla progresivamente.;Aumentar aprendizaje correctivo.;medio;semanal;media;"PSY2_SRC008;PSY2_SRC009";El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Ansiedad social y habilidades sociales;Ansiedad social - miedo a evaluación;Adultos/Adolescentes;medio;Entrenamiento en habilidades sociales;Role-play de conversación;Practicar iniciar, mantener y cerrar conversación.;Mejorar habilidades sociales.;bajo;sesión;media;"PSY2_SRC008;PSY2_SRC009";El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Ansiedad social y habilidades sociales;Ansiedad social - miedo a evaluación;Adultos/Adolescentes;medio;Asertividad y límites;Práctica de decir no;Ensayar una negativa breve, amable y firme.;Mejorar límites.;bajo;semanal;media;"PSY2_SRC008;PSY2_SRC009";El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Ansiedad social y habilidades sociales;Ansiedad social - miedo a evaluación;Adultos/Adolescentes;medio;Asertividad y límites;Petición asertiva;Formular petición concreta usando 'cuando..., necesito..., propongo...'.;Expresar necesidades.;bajo;semanal;media;"PSY2_SRC008;PSY2_SRC009";El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Ansiedad social y habilidades sociales;Ansiedad social - miedo a evaluación;Adultos/Adolescentes;medio;Asertividad y límites;Plan de límites personales;Definir límites no negociables, flexibles y señales de alerta.;Fortalecer autocuidado relacional.;medio;30 min;alta;"PSY2_SRC008;PSY2_SRC009";El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Ansiedad social y habilidades sociales;Ansiedad social - miedo a evaluación;Adultos/Adolescentes;medio;Asertividad y límites;Conversación laboral asertiva;Preparar petición de ajuste, límite o prioridad.;Mejorar control laboral.;medio;antes de conversación;media;"PSY2_SRC008;PSY2_SRC009";El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Ansiedad social y habilidades sociales;Ansiedad social - miedo a evaluación;Adultos/Adolescentes;medio;Guiones sociales;Guion para situación social difícil;Preparar inicio, petición, límite y salida de una conversación.;Aumentar seguridad social.;bajo;antes de situación;media;"PSY2_SRC008;PSY2_SRC009";El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Ansiedad social y habilidades sociales;Ansiedad social - miedo a evaluación;Adultos/Adolescentes;medio;Prevención de recaídas;Plan de prevención de recaídas;Señales tempranas, estrategias, apoyos y plan de revisión.;Mantener avances.;bajo;mensual;media;"PSY2_SRC008;PSY2_SRC009";El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Ansiedad social y habilidades sociales;Evitación social;Adultos/Adolescentes;medio;Psicoeducación;Psicoeducación sobre neurodivergencia;Revisar fortalezas, dificultades, mitos y necesidades de apoyo.;Mejorar autocomprensión.;bajo;sesión;alta;PSY2_SRC008;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Ansiedad social y habilidades sociales;Evitación social;Adultos/Adolescentes;medio;Exposición gradual;Jerarquía de exposición social;Listar situaciones sociales de menor a mayor dificultad.;Planificar exposición gradual.;medio;30 min;alta;PSY2_SRC008;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Ansiedad social y habilidades sociales;Evitación social;Adultos/Adolescentes;medio;Exposición gradual;Exposición social breve;Realizar una interacción pequeña y registrar resultado real.;Reducir evitación.;medio;semanal;media;PSY2_SRC008;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Ansiedad social y habilidades sociales;Evitación social;Adultos/Adolescentes;medio;Prevención de respuesta;Reducir conducta de seguridad;Elegir una conducta de seguridad social y reducirla progresivamente.;Aumentar aprendizaje correctivo.;medio;semanal;media;PSY2_SRC008;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Ansiedad social y habilidades sociales;Evitación social;Adultos/Adolescentes;medio;Entrenamiento en habilidades sociales;Role-play de conversación;Practicar iniciar, mantener y cerrar conversación.;Mejorar habilidades sociales.;bajo;sesión;media;PSY2_SRC008;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Ansiedad social y habilidades sociales;Evitación social;Adultos/Adolescentes;medio;Asertividad y límites;Práctica de decir no;Ensayar una negativa breve, amable y firme.;Mejorar límites.;bajo;semanal;media;PSY2_SRC008;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Ansiedad social y habilidades sociales;Evitación social;Adultos/Adolescentes;medio;Asertividad y límites;Petición asertiva;Formular petición concreta usando 'cuando..., necesito..., propongo...'.;Expresar necesidades.;bajo;semanal;media;PSY2_SRC008;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Ansiedad social y habilidades sociales;Evitación social;Adultos/Adolescentes;medio;Asertividad y límites;Plan de límites personales;Definir límites no negociables, flexibles y señales de alerta.;Fortalecer autocuidado relacional.;medio;30 min;alta;PSY2_SRC008;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Ansiedad social y habilidades sociales;Evitación social;Adultos/Adolescentes;medio;Asertividad y límites;Conversación laboral asertiva;Preparar petición de ajuste, límite o prioridad.;Mejorar control laboral.;medio;antes de conversación;media;PSY2_SRC008;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Ansiedad social y habilidades sociales;Evitación social;Adultos/Adolescentes;medio;Guiones sociales;Guion para situación social difícil;Preparar inicio, petición, límite y salida de una conversación.;Aumentar seguridad social.;bajo;antes de situación;media;PSY2_SRC008;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Ansiedad social y habilidades sociales;Evitación social;Adultos/Adolescentes;medio;Prevención de recaídas;Plan de prevención de recaídas;Señales tempranas, estrategias, apoyos y plan de revisión.;Mantener avances.;bajo;mensual;media;PSY2_SRC008;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
