AREA;PROBLEMA_OBJETIVO;DESCRIPCION_PROBLEMA;POBLACION;RIESGO_PROBLEMA;FUENTE_IDS;TECNICA_METODO;DESCRIPCION_TECNICA;RIESGO_TECNICA;TAREA_PAUTA;DESCRIPCION_TAREA;OBJETIVO_TAREA;RIESGO_TAREA;DURACION;PRIORIDAD;NOTA_PROFESIONAL
TEA / Autismo / Asperger;TEA - dificultad de comunicación social;Dificultad en reciprocidad social, conversación o interpretación de claves sociales.;Infantil/Adolescente;medio;"PSP2_SRC002;PSP2_SRC003";Perfil sensorial y regulación ambiental;Identificar estímulos y adaptar entorno o pausas sensoriales.;medio;Menú de pausas sensoriales;Seleccionar pausas posibles: agua, paseo, auriculares, rincón tranquilo.;Regular activación.;medio;diario;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
TEA / Autismo / Asperger;TEA - dificultad de comunicación social;Dificultad en reciprocidad social, conversación o interpretación de claves sociales.;Infantil/Adolescente;medio;"PSP2_SRC002;PSP2_SRC003";Guiones sociales;Preparar frases, turnos, peticiones o respuestas para situaciones sociales.;bajo;Guion para pedir ayuda;Practicar frases para pedir aclaración, pausa o ayuda.;Mejorar comunicación funcional.;bajo;semanal;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
TEA / Autismo / Asperger;TEA - dificultad de comunicación social;Dificultad en reciprocidad social, conversación o interpretación de claves sociales.;Infantil/Adolescente;medio;"PSP2_SRC002;PSP2_SRC003";Flexibilidad cognitiva guiada;Practicar alternativas, cambios de estrategia y tolerancia a error.;medio;Preparar cambio imprevisto;Ensayar 'plan A/plan B' ante cambios habituales.;Aumentar flexibilidad.;bajo;semanal;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
TEA / Autismo / Asperger;TEA - dificultad de comunicación social;Dificultad en reciprocidad social, conversación o interpretación de claves sociales.;Infantil/Adolescente;medio;"PSP2_SRC002;PSP2_SRC003";Flexibilidad cognitiva guiada;Practicar alternativas, cambios de estrategia y tolerancia a error.;medio;Diario de errores útiles;Registrar un error y qué enseñó.;Reducir perfeccionismo.;bajo;semanal;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
TEA / Autismo / Asperger;TEA - dificultad de comunicación social;Dificultad en reciprocidad social, conversación o interpretación de claves sociales.;Infantil/Adolescente;medio;"PSP2_SRC002;PSP2_SRC003";Flexibilidad cognitiva guiada;Practicar alternativas, cambios de estrategia y tolerancia a error.;medio;Cambio de estrategia guiado;Si no funciona, elegir entre dos estrategias alternativas.;Mejorar flexibilidad.;medio;semanal;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
TEA / Autismo / Asperger;TEA - dificultad de comunicación social;Dificultad en reciprocidad social, conversación o interpretación de claves sociales.;Infantil/Adolescente;medio;"PSP2_SRC002;PSP2_SRC003";Técnicas de regulación emocional;Respiración, pausa, escala de emoción y plan de afrontamiento.;medio;Tarjeta de afrontamiento de examen;Frases útiles, respiración y pasos si aparece bloqueo.;Manejar ansiedad académica.;bajo;antes de examen;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
TEA / Autismo / Asperger;TEA - dificultad de comunicación social;Dificultad en reciprocidad social, conversación o interpretación de claves sociales.;Infantil/Adolescente;medio;"PSP2_SRC002;PSP2_SRC003";Diseño Universal para el Aprendizaje;Ofrecer múltiples formas de acceso, expresión y participación.;bajo;Diseño UDL de una tarea;Ofrecer alternativa de acceso, expresión o participación.;Aumentar inclusión.;bajo;por tarea;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
TEA / Autismo / Asperger;TEA - dificultad de comunicación social;Dificultad en reciprocidad social, conversación o interpretación de claves sociales.;Infantil/Adolescente;medio;"PSP2_SRC002;PSP2_SRC003";Coordinación familia-centro;Acuerdos breves, objetivos compartidos y seguimiento regular.;bajo;Seguimiento familia-centro;Registro breve de objetivo, avance y barrera semanal.;Coordinar apoyos.;bajo;semanal;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
TEA / Autismo / Asperger;TEA - rigidez ante cambios;Malestar ante cambios de rutina, imprevistos o transiciones.;Infantil/Adolescente;medio;"PSP2_SRC002;PSP2_SRC003";Psicoeducación al alumno y familia;Explicar perfil, fortalezas, necesidades y objetivos de intervención.;bajo;Mapa de fortalezas y necesidades;Identificar fortalezas, dificultades y apoyos necesarios.;Comprender perfil 2e.;bajo;sesión;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
TEA / Autismo / Asperger;TEA - rigidez ante cambios;Malestar ante cambios de rutina, imprevistos o transiciones.;Infantil/Adolescente;medio;"PSP2_SRC002;PSP2_SRC003";Apoyos visuales;Uso de esquemas, pictogramas, mapas, colores, horarios o plantillas.;bajo;Horario visual diario;Representar actividades del día con texto, pictos o colores.;Aumentar anticipación.;bajo;diario;alta;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
TEA / Autismo / Asperger;TEA - rigidez ante cambios;Malestar ante cambios de rutina, imprevistos o transiciones.;Infantil/Adolescente;medio;"PSP2_SRC002;PSP2_SRC003";Historias sociales;Narrativas breves para anticipar situaciones sociales o rutinas.;bajo;Historia social de situación difícil;Crear historia social para recreo, cambio de clase, excursión o examen.;Anticipar conducta esperada.;bajo;antes de situación;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
TEA / Autismo / Asperger;TEA - rigidez ante cambios;Malestar ante cambios de rutina, imprevistos o transiciones.;Infantil/Adolescente;medio;"PSP2_SRC002;PSP2_SRC003";Anticipación de cambios;Preparar transiciones, cambios y alternativas con previsibilidad.;bajo;Plan de transición;Aviso previo, temporizador, opción de cierre y siguiente actividad.;Facilitar cambios.;bajo;cada transición difícil;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
TEA / Autismo / Asperger;TEA - rigidez ante cambios;Malestar ante cambios de rutina, imprevistos o transiciones.;Infantil/Adolescente;medio;"PSP2_SRC002;PSP2_SRC003";Perfil sensorial y regulación ambiental;Identificar estímulos y adaptar entorno o pausas sensoriales.;medio;Semáforo de sobrecarga sensorial;Identificar verde/amarillo/rojo y estrategia en cada nivel.;Prevenir crisis por sobrecarga.;medio;diario;alta;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
TEA / Autismo / Asperger;TEA - rigidez ante cambios;Malestar ante cambios de rutina, imprevistos o transiciones.;Infantil/Adolescente;medio;"PSP2_SRC002;PSP2_SRC003";Perfil sensorial y regulación ambiental;Identificar estímulos y adaptar entorno o pausas sensoriales.;medio;Menú de pausas sensoriales;Seleccionar pausas posibles: agua, paseo, auriculares, rincón tranquilo.;Regular activación.;medio;diario;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
TEA / Autismo / Asperger;TEA - rigidez ante cambios;Malestar ante cambios de rutina, imprevistos o transiciones.;Infantil/Adolescente;medio;"PSP2_SRC002;PSP2_SRC003";Guiones sociales;Preparar frases, turnos, peticiones o respuestas para situaciones sociales.;bajo;Guion para pedir ayuda;Practicar frases para pedir aclaración, pausa o ayuda.;Mejorar comunicación funcional.;bajo;semanal;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
TEA / Autismo / Asperger;TEA - rigidez ante cambios;Malestar ante cambios de rutina, imprevistos o transiciones.;Infantil/Adolescente;medio;"PSP2_SRC002;PSP2_SRC003";Flexibilidad cognitiva guiada;Practicar alternativas, cambios de estrategia y tolerancia a error.;medio;Preparar cambio imprevisto;Ensayar 'plan A/plan B' ante cambios habituales.;Aumentar flexibilidad.;bajo;semanal;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
TEA / Autismo / Asperger;TEA - rigidez ante cambios;Malestar ante cambios de rutina, imprevistos o transiciones.;Infantil/Adolescente;medio;"PSP2_SRC002;PSP2_SRC003";Flexibilidad cognitiva guiada;Practicar alternativas, cambios de estrategia y tolerancia a error.;medio;Diario de errores útiles;Registrar un error y qué enseñó.;Reducir perfeccionismo.;bajo;semanal;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
TEA / Autismo / Asperger;TEA - rigidez ante cambios;Malestar ante cambios de rutina, imprevistos o transiciones.;Infantil/Adolescente;medio;"PSP2_SRC002;PSP2_SRC003";Flexibilidad cognitiva guiada;Practicar alternativas, cambios de estrategia y tolerancia a error.;medio;Cambio de estrategia guiado;Si no funciona, elegir entre dos estrategias alternativas.;Mejorar flexibilidad.;medio;semanal;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
TEA / Autismo / Asperger;TEA - rigidez ante cambios;Malestar ante cambios de rutina, imprevistos o transiciones.;Infantil/Adolescente;medio;"PSP2_SRC002;PSP2_SRC003";Técnicas de regulación emocional;Respiración, pausa, escala de emoción y plan de afrontamiento.;medio;Tarjeta de afrontamiento de examen;Frases útiles, respiración y pasos si aparece bloqueo.;Manejar ansiedad académica.;bajo;antes de examen;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
TEA / Autismo / Asperger;TEA - rigidez ante cambios;Malestar ante cambios de rutina, imprevistos o transiciones.;Infantil/Adolescente;medio;"PSP2_SRC002;PSP2_SRC003";Diseño Universal para el Aprendizaje;Ofrecer múltiples formas de acceso, expresión y participación.;bajo;Diseño UDL de una tarea;Ofrecer alternativa de acceso, expresión o participación.;Aumentar inclusión.;bajo;por tarea;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
TEA / Autismo / Asperger;TEA - rigidez ante cambios;Malestar ante cambios de rutina, imprevistos o transiciones.;Infantil/Adolescente;medio;"PSP2_SRC002;PSP2_SRC003";Coordinación familia-centro;Acuerdos breves, objetivos compartidos y seguimiento regular.;bajo;Seguimiento familia-centro;Registro breve de objetivo, avance y barrera semanal.;Coordinar apoyos.;bajo;semanal;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
TEA / Autismo / Asperger;TEA - intereses restringidos o intensos;Intereses muy focalizados que pueden ser fortaleza o interferencia.;Infantil/Adolescente;bajo;"PSP2_SRC002;PSP2_SRC003";Psicoeducación al alumno y familia;Explicar perfil, fortalezas, necesidades y objetivos de intervención.;bajo;Mapa de fortalezas y necesidades;Identificar fortalezas, dificultades y apoyos necesarios.;Comprender perfil 2e.;bajo;sesión;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
TEA / Autismo / Asperger;TEA - intereses restringidos o intensos;Intereses muy focalizados que pueden ser fortaleza o interferencia.;Infantil/Adolescente;bajo;"PSP2_SRC002;PSP2_SRC003";Apoyos visuales;Uso de esquemas, pictogramas, mapas, colores, horarios o plantillas.;bajo;Horario visual diario;Representar actividades del día con texto, pictos o colores.;Aumentar anticipación.;bajo;diario;alta;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
TEA / Autismo / Asperger;TEA - intereses restringidos o intensos;Intereses muy focalizados que pueden ser fortaleza o interferencia.;Infantil/Adolescente;bajo;"PSP2_SRC002;PSP2_SRC003";Historias sociales;Narrativas breves para anticipar situaciones sociales o rutinas.;bajo;Historia social de situación difícil;Crear historia social para recreo, cambio de clase, excursión o examen.;Anticipar conducta esperada.;bajo;antes de situación;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
TEA / Autismo / Asperger;TEA - intereses restringidos o intensos;Intereses muy focalizados que pueden ser fortaleza o interferencia.;Infantil/Adolescente;bajo;"PSP2_SRC002;PSP2_SRC003";Anticipación de cambios;Preparar transiciones, cambios y alternativas con previsibilidad.;bajo;Plan de transición;Aviso previo, temporizador, opción de cierre y siguiente actividad.;Facilitar cambios.;bajo;cada transición difícil;media;El profesional debe adaptar la pauta a edad, contexto escolar, evaluación individual, familia, centro educativo y normativa aplicable. No sustituye diagnóstico ni dictamen oficial.
